prompt,video_url
"A massive truck barrels across the frame, wiping the scene into the next. Bold, gritty, and unexpected.",https://cdn.higgsfield.ai/kling_video_sample/ddc3bbc7-d9e8-480c-9087-af2ef00aff05.mp4
