prompt,video_url
,https://cdn.higgsfield.ai/kling_video_sample/3a97448a-abc3-4f85-9149-1f996c118b3f.mp4
,https://cdn.higgsfield.ai/kling_video_sample/c1ab0649-e463-49b8-ab43-d592087f8c84.mp4
,https://cdn.higgsfield.ai/kling_video_sample/2a00c350-bbd9-4581-b240-4a9049775186.mp4
,https://cdn.higgsfield.ai/kling_video_sample/75b1133d-403e-4934-83dd-2ee859989b9b.mp4
camera dolly in to the face,https://cdn.higgsfield.ai/kling_video_sample/d4ccef31-d3cb-4c7e-8027-6cdb16a715b8.mp4
